RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
2,,19,1,"Disbursement Fee /TS# /Job#",5683.71,0,1,3300-321, /Batch # /Timesheet #,341.02,,,,,,,
3,,19,1,20210306,6024.73,,,,,,,,,,,,
1,,20,300033645,61047,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,299.59,2020,11,
2,,20,1,"Disbursement Fee /TS# /Job#",4993.21,0,1,3300-321, /Batch # /Timesheet #,299.59,,,,,,,
3,,20,1,20210306,5292.80,,,,,,,,,,,,
1,,21,300033645,61048,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,299.59,2020,11,
2,,21,1,"Disbursement Fee /TS# /Job#",4993.21,0,1,3300-321, /Batch # /Timesheet #,299.59,,,,,,,
3,,21,1,20210306,5292.80,,,,,,,,,,,,
1,,22,300033645,61049,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,506.74,2020,11,
2,,22,1,"Disbursement Fee /TS# /Job#",8445.71,0,1,3300-321, /Batch # /Timesheet #,506.74,,,,,,,
3,,22,1,20210306,8952.45,,,,,,,,,,,,
1,,23,300033645,61050,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,523.31,2020,11,
2,,23,1,"Disbursement Fee /TS# /Job#",8721.91,0,1,3300-321, /Batch # /Timesheet #,523.31,,,,,,,
3,,23,1,20210306,9245.22,,,,,,,,,,,,
1,,24,300033645,61051,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.36,2020,11,
2,,24,1,"Disbursement Fee /TS# /Job#",5.98,0,1,3300-321, /Batch # /Timesheet #,0.36,,,,,,,
3,,24,1,20210306,6.34,,,,,,,,,,,,
1,,25,300033645,61052,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,25,1,"Levy /TS# /Job#",635.36,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,25,1,20210306,635.36,,,,,,,,,,,,
1,,26,300033645,61053,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,26,1,"Levy /TS# /Job#",2275.89,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,26,1,20210306,2275.89,,,,,,,,,,,,
1,,27,300033645,61054,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,27,1,"Levy /TS# /Job#",3392.40,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,27,1,20210306,3392.40,,,,,,,,,,,,
1,,28,300033645,61055,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,28,1,"Levy /TS# /Job#",925.20,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,28,1,20210306,925.20,,,,,,,,,,,,
1,,29,300033645,61056,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,29,1,"Levy /TS# /Job#",308.40,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,29,1,20210306,308.40,,,,,,,,,,,,
1,,30,300033645,61057,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,30,1,"Levy /TS# /Job#",3700.80,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,30,1,20210306,3700.80,,,,,,,,,,,,
1,,31,300033645,61058,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,31,1,"Levy /TS# /Job#",4626.00,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,31,1,20210306,4626.00,,,,,,,,,,,,
1,,32,300033645,61059,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,32,1,"Levy /TS# /Job#",2775.60,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,32,1,20210306,2775.60,,,,,,,,,,,,
1,,33,300033645,61060,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,33,1,"Levy /TS# /Job#",7093.20,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,33,1,20210306,7093.20,,,,,,,,,,,,
1,,34,300033645,61061,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,34,1,"Levy /TS# /Job#",308.40,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,34,1,20210306,308.40,,,,,,,,,,,,
1,,35,300033645,61062,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.00,2020,11,
2,,35,1,"Levy /TS# /Job#",2467.20,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,35,1,20210306,2467.20,,,,,,,,,,,,
1,,36,300033589,61063,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,27.20,2020,11,
2,,36,1,"MSP Fee /TS# /Job#",453.34,0,1,3300-210, /Batch # /Timesheet #,27.20,,,,,,,
3,,36,1,20210306,480.54,,,,,,,,,,,,
1,,37,300033589,61064,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,12.93,2020,11,
2,,37,1,"MSP Fee /TS# /Job#",215.50,0,1,3300-210, /Batch # /Timesheet #,12.93,,,,,,,
3,,37,1,20210306,228.43,,,,,,,,,,,,
1,,38,300033589,61065,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,3.95,2020,11,
2,,38,1,"MSP Fee /TS# /Job#",65.76,0,1,3300-210, /Batch # /Timesheet #,3.95,,,,,,,
3,,38,1,20210306,69.71,,,,,,,,,,,,
1,,39,300033589,61066,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,7.59,2020,11,
2,,39,1,"MSP Fee /TS# /Job#",126.52,0,1,3300-210, /Batch # /Timesheet #,7.59,,,,,,,
3,,39,1,20210306,134.11,,,,,,,,,,,,
1,,40,300033589,61067,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,6.67,2020,11,
2,,40,1,"MSP Fee /TS# /Job#",111.15,0,1,3300-210, /Batch # /Timesheet #,6.67,,,,,,,
3,,40,1,20210306,117.82,,,,,,,,,,,,
1,,41,300033589,61068,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,6.67,2020,11,
2,,41,1,"MSP Fee /TS# /Job#",111.15,0,1,3300-210, /Batch # /Timesheet #,6.67,,,,,,,
3,,41,1,20210306,117.82,,,,,,,,,,,,
1,,42,300033589,61069,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,11.28,2020,11,
2,,42,1,"MSP Fee /TS# /Job#",188.00,0,1,3300-210, /Batch # /Timesheet #,11.28,,,,,,,
3,,42,1,20210306,199.28,,,,,,,,,,,,
1,,43,300033589,61070,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,11.65,2020,11,
2,,43,1,"MSP Fee /TS# /Job#",194.15,0,1,3300-210, /Batch # /Timesheet #,11.65,,,,,,,
3,,43,1,20210306,205.80,,,,,,,,,,,,
1,,44,300033589,61071,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,0.01,2020,11,
2,,44,1,"MSP Fee /TS# /Job#",0.13,0,1,3300-210, /Batch # /Timesheet #,0.01,,,,,,,
3,,44,1,20210306,0.14,,,,,,,,,,,,
1,,45,300033601,61072,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,22.07,2020,11,
2,,45,1,"MSP Fee /TS# /Job#",367.85,0,1,3300-210, /Batch # /Timesheet #,22.07,,,,,,,
3,,45,1,20210306,389.92,,,,,,,,,,,,
1,,46,300033601,61073,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,41.93,2020,11,
2,,46,1,"MSP Fee /TS# /Job#",698.91,0,1,3300-210, /Batch # /Timesheet #,41.93,,,,,,,
3,,46,1,20210306,740.84,,,,,,,,,,,,
1,,47,300033601,61074,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,26.66,2020,11,
2,,47,1,"MSP Fee /TS# /Job#",444.39,0,1,3300-210, /Batch # /Timesheet #,26.66,,,,,,,
3,,47,1,20210306,471.05,,,,,,,,,,,,
1,,48,300033601,61075,1,AP-MONTH=11,20201206,0,20210306,1,0,SST,1,126.69,2020,11,
2,,48,1,"MSP Fee /TS# /Job#",2111.50,0,1,3300-210, /Batch # /Timesheet #,126.69,,,,,,,
3,,48,1,20210306,2238.19,,,,,,,,,,,,
