RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
3,,20,1,20210903,424.00,,,,,,,,,,,,
1,,21,300034921,700691,1,AP-MONTH=07,20210804,0,20210903,1,0,GST,3,24.00,2021,07,
2,,21,1,"Recruitment Fee /TS# /Job#",400.00,0,1,3204-115, /Batch # /Timesheet #,24.00,,,,,,,
3,,21,1,20210903,424.00,,,,,,,,,,,,
1,,22,300034921,700692,1,AP-MONTH=07,20210804,0,20210903,1,0,GST,3,24.00,2021,07,
2,,22,1,"Recruitment Fee /TS# /Job#",400.00,0,1,3204-115, /Batch # /Timesheet #,24.00,,,,,,,
3,,22,1,20210903,424.00,,,,,,,,,,,,
1,,23,300034921,700693,1,AP-MONTH=07,20210804,0,20210903,1,0,GST,3,24.00,2021,07,
2,,23,1,"Recruitment Fee /TS# /Job#",400.00,0,1,3204-115, /Batch # /Timesheet #,24.00,,,,,,,
3,,23,1,20210903,424.00,,,,,,,,,,,,
1,,24,300034679,700694,1,AP-MONTH=07,20210804,0,20210903,1,0,GST,3,882.00,2021,07,
2,,24,1,"Recruitment Fee /TS# /Job#",14700.00,0,1,3204-119, /Batch # /Timesheet #,882.00,,,,,,,
3,,24,1,20210903,15582.00,,,,,,,,,,,,
1,,25,300034722,700695,1,AP-MONTH=07,20210804,0,20211003,1,0,GST,3,3780.00,2021,07,
2,,25,1,"Recruitment Fee /TS# /Job#",63000.00,0,1,3204-115, /Batch # /Timesheet #,3780.00,,,,,,,
3,,25,1,20211003,66780.00,,,,,,,,,,,,
