RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
2,NU0720002,6,9,"+Med Benefit Reimburse /TS# /Job#200166096",50.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,3.00,,,,,,,
2,NU0720002,6,10,"+Med Benefit Reimburse /TS# /Job#200166096",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,11,"+Med Benefit Reimburse /TS# /Job#200166100",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,12,"+Med Benefit Reimburse /TS# /Job#200166100",50.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,3.00,,,,,,,
2,NU0720002,6,13,"+Med Benefit Reimburse /TS# /Job#200166101",75.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,4.50,,,,,,,
2,NU0720002,6,14,"+Med Benefit Reimburse /TS# /Job#200166101",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,15,"+Med Benefit Reimburse /TS# /Job#200166104",50.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,3.00,,,,,,,
2,NU0720002,6,16,"+Med Benefit Reimburse /TS# /Job#200166104",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,17,"+Med Benefit Reimburse /TS# /Job#200166120",50.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,3.00,,,,,,,
2,NU0720002,6,18,"+Med Benefit Reimburse /TS# /Job#200166120",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,19,"+Med Benefit Reimburse /TS# /Job#200166124",75.00,0,1,3103-101, /Batch #NU0720002 /Timesheet #,4.50,,,,,,,
2,NU0720002,6,20,"+Med Benefit Reimburse /TS# /Job#200166124",53.24,0,1,3103-101, /Batch #NU0720002 /Timesheet #,3.19,,,,,,,
2,NU0720002,6,21,"+Med Benefit Reimburse /TS# /Job#200165990",50.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,3.00,,,,,,,
2,NU0720002,6,22,"+Med Benefit Reimburse /TS# /Job#200165990",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,23,"+Med Benefit Reimburse /TS# /Job#200166065",50.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,3.00,,,,,,,
2,NU0720002,6,24,"+Med Benefit Reimburse /TS# /Job#200166065",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,25,"+Med Benefit Reimburse /TS# /Job#200165985",50.00,0,1,3102-101, /Batch #NU0720002 /Timesheet #,3.00,,,,,,,
2,NU0720002,6,26,"+Med Benefit Reimburse /TS# /Job#200165985",26.62,0,1,3102-101, /Batch #NU0720002 /Timesheet #,1.60,,,,,,,
2,NU0720002,6,27,"Admin Fee /TS# /Job#200165983",330.68,0,1,3102-101, /Batch #NU0720002 /Timesheet #,19.84,,,,,,,
2,NU0720002,6,28,"Admin Fee /TS# /Job#200166067",350.53,0,1,3102-101, /Batch #NU0720002 /Timesheet #,21.03,,,,,,,
2,NU0720002,6,29,"Admin Fee /TS# /Job#200166068",270.18,0,1,3103-101, /Batch #NU0720002 /Timesheet #,16.21,,,,,,,
2,NU0720002,6,30,"Admin Fee /TS# /Job#200166086",345.92,0,1,3102-101, /Batch #NU0720002 /Timesheet #,20.76,,,,,,,
2,NU0720002,6,31,"Admin Fee /TS# /Job#200166096",328.60,0,1,3102-101, /Batch #NU0720002 /Timesheet #,19.72,,,,,,,
2,NU0720002,6,32,"Admin Fee /TS# /Job#200166100",279.75,0,1,3102-101, /Batch #NU0720002 /Timesheet #,16.79,,,,,,,
2,NU0720002,6,33,"Admin Fee /TS# /Job#200166101",396.27,0,1,3102-101, /Batch #NU0720002 /Timesheet #,23.78,,,,,,,
2,NU0720002,6,34,"Admin Fee /TS# /Job#200166104",293.57,0,1,3102-101, /Batch #NU0720002 /Timesheet #,17.61,,,,,,,
2,NU0720002,6,35,"Admin Fee /TS# /Job#200166120",260.99,0,1,3102-101, /Batch #NU0720002 /Timesheet #,15.66,,,,,,,
2,NU0720002,6,36,"Admin Fee /TS# /Job#200166124",397.02,0,1,3103-101, /Batch #NU0720002 /Timesheet #,23.82,,,,,,,
2,NU0720002,6,37,"Admin Fee /TS# /Job#200165990",291.31,0,1,3102-101, /Batch #NU0720002 /Timesheet #,17.48,,,,,,,
2,NU0720002,6,38,"Admin Fee /TS# /Job#200166065",273.66,0,1,3102-101, /Batch #NU0720002 /Timesheet #,16.42,,,,,,,
2,NU0720002,6,39,"Admin Fee /TS# /Job#200165985",313.08,0,1,3102-101, /Batch #NU0720002 /Timesheet #,18.78,,,,,,,
2,NU0720002,6,40,"Day Shift Allowance /TS# /Job#200165983",16.36,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,41,"Day Shift Allowance /TS# /Job#200166067",48.68,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,42,"Day Shift Allowance /TS# /Job#200166086",90.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,43,"Day Shift Allowance /TS# /Job#200166096",57.27,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,44,"Day Shift Allowance /TS# /Job#200166101",73.64,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,45,"Day Shift Allowance /TS# /Job#200166104",40.91,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,46,"Day Shift Allowance /TS# /Job#200166120",73.64,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,47,"Day Shift Allowance /TS# /Job#200165990",65.45,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,48,"Day Shift Allowance /TS# /Job#200166065",73.64,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,49,"Day Shift Allowance /TS# /Job#200165985",46.91,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,50,"EIS /TS# /Job#200165983",5.70,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,51,"EIS /TS# /Job#200166067",6.10,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,52,"EIS /TS# /Job#200166068",5.50,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,53,"EIS /TS# /Job#200166086",6.10,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,54,"EIS /TS# /Job#200166096",5.70,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,55,"EIS /TS# /Job#200166100",4.70,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,56,"EIS /TS# /Job#200166101",6.90,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,57,"EIS /TS# /Job#200166104",5.10,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,58,"EIS /TS# /Job#200166120",4.50,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,59,"EIS /TS# /Job#200166124",7.90,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,60,"EIS /TS# /Job#200165990",5.10,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,61,"EIS /TS# /Job#200166065",4.70,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,62,"EIS /TS# /Job#200165985",5.50,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,63,"EPF /TS# /Job#200165983",297.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,64,"EPF /TS# /Job#200166067",292.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,65,"EPF /TS# /Job#200166068",357.00,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,66,"EPF /TS# /Job#200166086",297.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,67,"EPF /TS# /Job#200166096",284.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,68,"EPF /TS# /Job#200166100",310.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,69,"EPF /TS# /Job#200166101",344.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,70,"EPF /TS# /Job#200166104",289.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,71,"EPF /TS# /Job#200166120",289.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,72,"EPF /TS# /Job#200166124",419.00,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,73,"EPF /TS# /Job#200165990",271.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,74,"EPF /TS# /Job#200166065",268.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,75,"EPF /TS# /Job#200165985",271.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,76,"Meal Allowance /TS# /Job#200165983",22.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,77,"Meal Allowance /TS# /Job#200165983",12.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,78,"Meal Allowance /TS# /Job#200166067",18.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,79,"Meal Allowance /TS# /Job#200166067",33.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,80,"Meal Allowance /TS# /Job#200166086",18.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,81,"Meal Allowance /TS# /Job#200166086",22.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,82,"Meal Allowance /TS# /Job#200166096",24.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,83,"Meal Allowance /TS# /Job#200166096",22.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,84,"Meal Allowance /TS# /Job#200166101",12.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,85,"Meal Allowance /TS# /Job#200166101",33.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,86,"Meal Allowance /TS# /Job#200166104",6.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,87,"Meal Allowance /TS# /Job#200166104",11.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,88,"Meal Allowance /TS# /Job#200166124",18.00,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,89,"Meal Allowance /TS# /Job#200166124",44.00,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,90,"Meal Allowance /TS# /Job#200165990",6.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,91,"Meal Allowance /TS# /Job#200165990",22.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,92,"Meal Allowance /TS# /Job#200166065",6.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,93,"Meal Allowance /TS# /Job#200166065",11.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,94,"Meal Allowance /TS# /Job#200165985",18.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,95,"Meal Allowance /TS# /Job#200165985",22.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,96,"Night Shift Allowance /TS# /Job#200165983",270.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,97,"Night Shift Allowance /TS# /Job#200166067",340.77,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,98,"Night Shift Allowance /TS# /Job#200166086",171.82,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,99,"Night Shift Allowance /TS# /Job#200166096",171.82,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,100,"Night Shift Allowance /TS# /Job#200166101",196.36,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,101,"Night Shift Allowance /TS# /Job#200166104",196.36,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,102,"Night Shift Allowance /TS# /Job#200166120",171.82,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,103,"Night Shift Allowance /TS# /Job#200165990",147.27,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,104,"Night Shift Allowance /TS# /Job#200166065",122.73,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,105,"Night Shift Allowance /TS# /Job#200165985",258.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,106,"Normal /TS# /Job#200165983",1940.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,107,"Normal /TS# /Job#200166067",1785.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,108,"Normal /TS# /Job#200166068",2725.00,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,109,"Normal /TS# /Job#200166086",1965.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,110,"Normal /TS# /Job#200166096",1895.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,111,"Normal /TS# /Job#200166100",2365.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,112,"Normal /TS# /Job#200166101",2325.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,113,"Normal /TS# /Job#200166104",1955.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,114,"Normal /TS# /Job#200166120",1955.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,115,"Normal /TS# /Job#200166124",3140.00,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,116,"Normal /TS# /Job#200165990",1820.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,117,"Normal /TS# /Job#200166065",1840.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,118,"Normal /TS# /Job#200165985",1720.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,119,"Over Time 1.5 /TS# /Job#200165983",264.48,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,120,"Over Time 1.5 /TS# /Job#200166067",365.04,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,121,"Over Time 1.5 /TS# /Job#200166086",402.00,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,122,"Over Time 1.5 /TS# /Job#200166096",355.30,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,123,"Over Time 1.5 /TS# /Job#200166101",264.28,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,124,"Over Time 1.5 /TS# /Job#200166104",133.28,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,125,"Over Time 1.5 /TS# /Job#200166124",409.20,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,126,"Over Time 1.5 /TS# /Job#200165990",124.08,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,127,"Over Time 1.5 /TS# /Job#200166065",125.44,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,128,"Over Time 1.5 /TS# /Job#200165985",351.84,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,129,"Over Time 2.0 /TS# /Job#200165983",352.80,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,130,"Over Time 2.0 /TS# /Job#200166067",324.48,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,131,"Over Time 2.0 /TS# /Job#200166086",357.28,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,132,"Over Time 2.0 /TS# /Job#200166096",344.48,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,133,"Over Time 2.0 /TS# /Job#200166101",363.68,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,134,"Over Time 2.0 /TS# /Job#200166104",177.76,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,135,"Over Time 2.0 /TS# /Job#200166124",545.52,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,136,"Over Time 2.0 /TS# /Job#200165990",330.88,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,137,"Over Time 2.0 /TS# /Job#200166065",167.28,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,138,"Over Time 2.0 /TS# /Job#200165985",312.80,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,139,"Public Holiday 2.0 /TS# /Job#200166067",162.24,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,140,"Public Holiday 2.0 /TS# /Job#200166101",181.84,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,141,"Public Holiday 2.0 /TS# /Job#200166124",181.84,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,142,"SOCSO /TS# /Job#200165983",49.85,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,143,"SOCSO /TS# /Job#200166067",53.35,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,144,"SOCSO /TS# /Job#200166068",48.15,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,145,"SOCSO /TS# /Job#200166086",53.35,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,146,"SOCSO /TS# /Job#200166096",49.85,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,147,"SOCSO /TS# /Job#200166100",41.15,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,148,"SOCSO /TS# /Job#200166101",60.35,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,149,"SOCSO /TS# /Job#200166104",44.65,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,150,"SOCSO /TS# /Job#200166120",39.35,0,2,3102-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
2,NU0720002,6,151,"SOCSO /TS# /Job#200166124",69.05,0,2,3103-101, /Batch #NU0720002 /Timesheet #,0.00,,,,,,,
