RECTYPE,CNTBTCH,CNTITEM,IDCUST,IDINVC,TEXTTRX,INVCDESC,DATEINVC,SWMANRTE,DATEDUE,SWTAXBL,SWMANTX,CODETAXGRP,TAXSTTS1,AMTTAX1,FISCYR,FISCPER,
1,,21,300033589,60962,1,AP-MONTH=10,20201018,0,20210116,1,0,GST,3,18.10,2020,10,
2,,21,1,"MSP Fee /TS# /Job#",301.61,0,1,3300-210, /Batch # /Timesheet #,18.10,,,,,,,
3,,21,1,20210116,319.71,,,,,,,,,,,,
1,,22,300033589,60963,1,AP-MONTH=10,20201018,0,20210116,1,0,GST,3,25.66,2020,10,
2,,22,1,"MSP Fee /TS# /Job#",427.68,0,1,3300-210, /Batch # /Timesheet #,25.66,,,,,,,
3,,22,1,20210116,453.34,,,,,,,,,,,,
1,,23,300033645,60964,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,1221.93,2020,10,
2,,23,1,"Disbursement Fee /TS# /Job#",20365.53,0,1,3204-321, /Batch # /Timesheet #,1221.93,,,,,,,
3,,23,1,20210117,21587.46,,,,,,,,,,,,
1,,24,300033645,60965,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,170.28,2020,10,
2,,24,1,"Disbursement Fee /TS# /Job#",2837.96,0,1,3204-321, /Batch # /Timesheet #,170.28,,,,,,,
3,,24,1,20210117,3008.24,,,,,,,,,,,,
1,,25,300033645,60966,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,132.96,2020,10,
2,,25,1,"Recruitment Fee /TS# /Job#",2216.08,0,1,3204-321, /Batch # /Timesheet #,132.96,,,,,,,
3,,25,1,20210117,2349.04,,,,,,,,,,,,
1,,26,300033645,60967,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,691.09,2020,10,
2,,26,1,"Disbursement Fee /TS# /Job#",11518.24,0,1,3204-321, /Batch # /Timesheet #,691.09,,,,,,,
3,,26,1,20210117,12209.33,,,,,,,,,,,,
1,,27,300033645,60968,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,14.34,2020,10,
2,,27,1,"Disbursement Fee /TS# /Job#",239.03,0,1,3204-321, /Batch # /Timesheet #,14.34,,,,,,,
3,,27,1,20210117,253.37,,,,,,,,,,,,
1,,28,300033645,60969,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,655.49,2020,10,
2,,28,1,"Disbursement Fee /TS# /Job#",10924.90,0,1,3204-321, /Batch # /Timesheet #,655.49,,,,,,,
3,,28,1,20210117,11580.39,,,,,,,,,,,,
1,,29,300033645,60970,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,1166.71,2020,10,
2,,29,1,"Disbursement Fee /TS# /Job#",19445.10,0,1,3204-321, /Batch # /Timesheet #,1166.71,,,,,,,
3,,29,1,20210117,20611.81,,,,,,,,,,,,
1,,30,300033645,60971,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,910.21,2020,10,
2,,30,1,"Disbursement Fee /TS# /Job#",15170.10,0,1,3204-321, /Batch # /Timesheet #,910.21,,,,,,,
3,,30,1,20210117,16080.31,,,,,,,,,,,,
1,,31,300033645,60972,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,1470.71,2020,10,
2,,31,1,"Disbursement Fee /TS# /Job#",24511.90,0,1,3204-321, /Batch # /Timesheet #,1470.71,,,,,,,
3,,31,1,20210117,25982.61,,,,,,,,,,,,
1,,32,300033645,60973,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,5025.85,2020,10,
2,,32,1,"Disbursement Fee /TS# /Job#",83764.10,0,1,3204-321, /Batch # /Timesheet #,5025.85,,,,,,,
3,,32,1,20210117,88789.95,,,,,,,,,,,,
1,,33,300033645,60974,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,1141.12,2020,10,
2,,33,1,"Disbursement Fee /TS# /Job#",19018.60,0,1,3204-321, /Batch # /Timesheet #,1141.12,,,,,,,
3,,33,1,20210117,20159.72,,,,,,,,,,,,
1,,34,300033645,60975,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,0.00,2020,10,
2,,34,1,"Levy /TS# /Job#",2158.80,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,34,1,20210117,2158.80,,,,,,,,,,,,
1,,35,300033645,60976,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,0.00,2020,10,
2,,35,1,"Levy /TS# /Job#",5705.40,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,35,1,20210117,5705.40,,,,,,,,,,,,
1,,36,300033645,60977,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,0.00,2020,10,
2,,36,1,"Levy /TS# /Job#",1079.40,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,36,1,20210117,1079.40,,,,,,,,,,,,
1,,37,300033645,60978,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,0.00,2020,10,
2,,37,1,"Levy /TS# /Job#",1387.80,0,2,3300-321, /Batch # /Timesheet #,0.00,,,,,,,
3,,37,1,20210117,1387.80,,,,,,,,,,,,
1,,38,300033589,60979,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,25.66,2020,10,
2,,38,1,"MSP Fee /TS# /Job#",427.68,0,1,3300-210, /Batch # /Timesheet #,25.66,,,,,,,
3,,38,1,20210117,453.34,,,,,,,,,,,,
1,,39,300033589,60980,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,3.58,2020,10,
2,,39,1,"MSP Fee /TS# /Job#",59.60,0,1,3300-210, /Batch # /Timesheet #,3.58,,,,,,,
3,,39,1,20210117,63.18,,,,,,,,,,,,
1,,40,300033589,60981,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,2.79,2020,10,
2,,40,1,"MSP Fee /TS# /Job#",46.54,0,1,3300-210, /Batch # /Timesheet #,2.79,,,,,,,
3,,40,1,20210117,49.33,,,,,,,,,,,,
1,,41,300033589,60982,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,14.51,2020,10,
2,,41,1,"MSP Fee /TS# /Job#",241.88,0,1,3300-210, /Batch # /Timesheet #,14.51,,,,,,,
3,,41,1,20210117,256.39,,,,,,,,,,,,
1,,42,300033589,60983,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,0.30,2020,10,
2,,42,1,"MSP Fee /TS# /Job#",5.02,0,1,3300-210, /Batch # /Timesheet #,0.30,,,,,,,
3,,42,1,20210117,5.32,,,,,,,,,,,,
1,,43,300033589,60984,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,13.77,2020,10,
2,,43,1,"MSP Fee /TS# /Job#",229.42,0,1,3300-210, /Batch # /Timesheet #,13.77,,,,,,,
3,,43,1,20210117,243.19,,,,,,,,,,,,
1,,44,300033601,60985,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,24.50,2020,10,
2,,44,1,"MSP Fee /TS# /Job#",408.35,0,1,3300-210, /Batch # /Timesheet #,24.50,,,,,,,
3,,44,1,20210117,432.85,,,,,,,,,,,,
1,,45,300033601,60986,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,19.11,2020,10,
2,,45,1,"MSP Fee /TS# /Job#",318.57,0,1,3300-210, /Batch # /Timesheet #,19.11,,,,,,,
3,,45,1,20210117,337.68,,,,,,,,,,,,
1,,46,300033601,60987,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,30.89,2020,10,
2,,46,1,"MSP Fee /TS# /Job#",514.75,0,1,3300-210, /Batch # /Timesheet #,30.89,,,,,,,
3,,46,1,20210117,545.64,,,,,,,,,,,,
1,,47,300033601,60988,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,105.54,2020,10,
2,,47,1,"MSP Fee /TS# /Job#",1759.05,0,1,3300-210, /Batch # /Timesheet #,105.54,,,,,,,
3,,47,1,20210117,1864.59,,,,,,,,,,,,
1,,48,300033601,60989,1,AP-MONTH=10,20201019,0,20210117,1,0,SST,1,23.96,2020,10,
2,,48,1,"MSP Fee /TS# /Job#",399.39,0,1,3300-210, /Batch # /Timesheet #,23.96,,,,,,,
3,,48,1,20210117,423.35,,,,,,,,,,,,
