200144941,100133303,RD,0,2019-12-01,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"Rest Day",,12,2019
200144941,100133303,,1,2019-12-02,08:24:00,12:56:00,04.53,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,,2,2019-12-03,08:17:00,18:03:00,09.76,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,,3,2019-12-04,09:19:00,14:37:00,05.30,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,,4,2019-12-05,08:32:00,17:27:00,08.91,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,,5,2019-12-06,08:47:00,16:55:00,08.13,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,OD,6,2019-12-07,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"Off Day",,12,2019
200144941,100133303,RD,7,2019-12-08,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"Rest Day",,12,2019
200144941,100133303,,8,2019-12-09,08:47:00,11:10:00,02.38,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,NPL,9,2019-12-10,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"Absent",,12,2019
200144941,100133303,,10,2019-12-11,08:23:00,09:52:00,01.48,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,NPL,11,2019-12-12,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,NPL,12,2019-12-13,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"",,12,2019
200144941,100133303,OD,13,2019-12-14,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"Off Day",,12,2019
200144941,100133303,RD,14,2019-12-15,00:00:00,00:00:00,0.00,0,0,0,0,0,0,0,0,0,"Rest Day",,12,2019
200144941,100133303,,15,2019-12-16,09:15:00,18:39:00,09.40,0,0,0,0,0,0,0,0,0,"",,12,2019
