empno,value
100127672,-3600.00
100128330,32.00
100127016,32.00
100128004,35.00
100128006,36.00
100128003,36.00
100128005,37.00
100126999,40.00
100128007,49.00
100128635,90.00
100127017,110.00
100127004,114.00
100127008,162.00
100127010,164.00
100127009,178.00
100121197,210.00
100127003,220.00
100127006,330.00
100127000,464.00
100127005,481.00
